District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Far East Flora,1.3370123239047784,103.83702929543671,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Far East Orchid Pte Ltd,1.3370491065131527,103.83695023630754,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Anti-Oxidant,1.3533837249089997,103.83408167702046,Spa
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Jering Trail,1.3403797214408861,103.81891758386205,Trail
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Ji Mei Flower,1.339843147107918,103.83587312074336,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Healing Touch,1.3519154059625955,103.83547852584339,Spa
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,One Man Coffee,1.352875075369612,103.83476597655954,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Omoté,1.3545792105388457,103.83058426440078,Sushi Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Windowsill Pies,1.3533988294981245,103.83312840153806,Pie Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Salted Caramel Artisan Ice Cream,1.3535835448793347,103.83427850895737,Ice Cream Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,E-Sarn Thai Corner,1.3532952754605296,103.83389853204513,Thai Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Shunfu Mart,1.3516575159899922,103.83716830106808,Food Court
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Pacamara Boutique Coffee Roasters,1.351468269817473,103.83561918366374,Coffee Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Starbucks,1.3553420362245059,103.83095520802993,Coffee Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Goodwood Florist,1.3384228366132864,103.83694666718718,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Lai Heng Fried Kuay Teow 来兴,1.351786847733345,103.8372134112968,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Dino Cake House & Cafe,1.3535839913945256,103.8338636441645,Tea Room
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,FairPrice Finest,1.3543710212535507,103.83041393372253,Supermarket
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Udders,1.3535691619125583,103.83428007062878,Ice Cream Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Sushi Tei,1.3549730531003699,103.83099312779194,Sushi Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Spa Flora,1.3362645581510963,103.8368760140236,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Chicken House (Kampong Chicken Rice),1.3534724007012369,103.83379622236114,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Habitat Coffee,1.3530170887909014,103.83459963007914,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Badoque Cafe,1.3534002081368697,103.83435483869727,Steakhouse
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Talk Cock Sing Song,1.3531544323236881,103.83470880058927,Karaoke Bar
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Fat Boy's The Burger Bar,1.3515259,103.83537,Burger Joint
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Peach Garden,1.354609159993167,103.83125439107428,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Five By Five,1.3531524613784904,103.83545335271621,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Beach Road Scissor-Cut Curry Rice,1.3532629675832928,103.83454352572821,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Candy Floriculture,1.3393509558899492,103.8368822229829,Flower Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Ya Kun Kaya Toast 亞坤 (Family Café),1.355129094542369,103.83113059770749,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Mei Zhen Hakka Delicacies,1.351982346420756,103.8372522998562,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Elemen 元素,1.354304117283503,103.83012490792503,Vegetarian / Vegan Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,The Black Sheep Cafe,1.353293094013566,103.83560075488285,French Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Peperoni Pizzeria,1.3536668,103.83335,Italian Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Yoguru,1.3549157117221595,103.83089079073487,Frozen Yogurt Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Swensen's,1.354864754099911,103.8312743823826,Dessert Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Sheng Siong Supermarket,1.351917723013808,103.83574356273829,Supermarket
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Thomson Plaza,1.355039709873876,103.8310571488205,Shopping Mall
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Hawaii Landscape,1.3375223380754284,103.83704723664749,Garden Center
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Daawat Tandoori,1.3521246412121992,103.83533577610191,Indian Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Rochor Beancurd House,1.3529295338319134,103.83487287509688,Dessert Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Parker Korean Restaurant,1.352265074596809,103.83529440660176,Korean Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Haato & Co.,1.3548811280810273,103.83088196349573,Ice Cream Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Ming Fa Fishball,1.3535266122509115,103.8342936505106,Noodle House
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Les Patisseries,1.3528371274042295,103.83527703178962,Bakery
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Carpenter and Cook Jr,1.3552002676157153,103.8300772297233,Bakery
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Tong Shui Cafe,1.352555790060402,103.83509146271177,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Thai in Town,1.3533845618243732,103.83440515387278,Thai Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Chemperai Trail,1.3437988304434731,103.82337802635314,Trail
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Petai Trail,1.345676,103.830792,Trail
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,The Roti Prata House,1.3536798468406597,103.83419122046024,Indian Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Macritchie Reservoir Submerged Boardwalk,1.3414503424102513,103.8320276278633,Trail
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Yi Jia Bakery House Cafe,1.3529314040737737,103.83445109813913,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Bus Stop 51119 (Bef Andrew Rd),1.340173539040487,103.8325367379187,Bus Station
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Caldecott MRT Station (CC17),1.3374400340797283,103.83956672970247,Metro Station
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,MediaCorp Production Resource,1.3378071972557988,103.83281707763672,Theater
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Jering Hut,1.3409820650354307,103.819899559021,Other Great Outdoors
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Subway,1.3417251738833362,103.83764686692075,Sandwich Place
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Meng Kitchen Traditional Taste (日夜小厨),1.353510224759048,103.83429374132787,Asian Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Nam Kee Chicken Rice Restaurant,1.3519436927970143,103.83543524247766,Hainan Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,National Equestrian Centre,1.3348469869237913,103.83319378129035,Farm
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Tomoe Japanese Restaurant,1.3536486597386679,103.83357894937039,Japanese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Sara's,1.3527510952256485,103.83472683739792,Pub
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Gao Feng Minced Pork Mee,1.3533115177630168,103.83435592545116,Chinese Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Bukit Brown MRT Station (CC18),1.3358317133586883,103.83617855706915,Metro Station
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Golf Link,1.3384760009884042,103.81699873313805,Trail
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Shunfu Walk,1.348857604098505,103.8391454252779,Outdoors & Recreation
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Wan Yang @ Thomson Plaza,1.3544078544878764,103.83073128461295,Spa
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Shi Li Fang,1.354574889579757,103.83059120615144,Hotpot Restaurant
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Yamaha Music (Asia),1.3547517872141548,103.83116753100738,Music Store
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Jude Nails,1.3547049130735862,103.83132426106422,Cosmetics Shop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,The Grumpy Bear,1.3548942,103.83082,Café
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Bus Stop 53051 (Bef Thomson Plaza),1.3546432493181948,103.83245304879084,Bus Stop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,7-Eleven,1.3551351248344574,103.83136142926065,Convenience Store
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Bus Stop 53059 (Opp Thomson Plaza),1.3551818477295032,103.8315291080769,Bus Stop
"11 - Watten Estate, Novena, Thomson",1.3430296536666664,103.82742453333331,Song Kee Fish Ball Noodle,1.355366,103.831427,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Swimming Pool @ SAFRA TPY,1.3302974012807267,103.8542111992588,Pool
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sheng Siong Supermarket,1.338885126148373,103.85526490957822,Supermarket
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,泉记海鲜,1.3354678638981925,103.85720876826865,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hougang 6 Miles Famous Muah Chee,1.3322404428254564,103.84797692298889,Snack Place
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Tandoori Corner,1.325778,103.850011,Indian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Uncle Leong Seafood,1.340458364142063,103.85801276676125,Seafood Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Kallang Park Connector,1.3422548675445793,103.85629330135258,Trail
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Da-ji Hainanese Chicken Rice,1.3360796,103.85287,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Kidz Amaze,1.3300531636088606,103.85475010223286,Playground
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Venus Beauty,1.3334776631537115,103.84828640222594,Cosmetics Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Ang Mo Supermarket,1.3330253913321901,103.86669449880604,Convenience Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Ramada Singapore at Zhongshan Park,1.327286864024023,103.84665324583749,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,"""Combat"" Top Quality Durian",1.321567306052789,103.85283229942704,Dessert Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sing Hon Loong Bakery,1.3226129790625503,103.85320364804892,Bakery
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,N & B Snacks,1.3322802426907228,103.86762948401547,Snack Place
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,新恒丰粿条摊 （夜市：鱼头炉）,1.3234685600774527,103.85395097593644,Food
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sheng Siong Supermarket,1.321520664554314,103.8596542480421,Supermarket
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Old Long House Popiah,1.3354641840745238,103.85751734567667,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Boon Tong Kee,1.32548,103.849312,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Soi 47 Thai Food,1.337063678687585,103.85383863325977,Thai Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Creamier,1.337754,103.84338,Ice Cream Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hai Nan Xing Zhou Beef Noodles 海南星洲牛肉粉,1.3354050120740104,103.85743877429881,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Whampoa Soya Bean & Grass Jelly Drink,1.3232076105172523,103.85425421138933,Dessert Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Chai Hock Eating House,1.3346264456126935,103.85133571346596,Coffee Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,St. Wilfred Sports Complex,1.3253996519608293,103.86192947525967,Soccer Stadium
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Frozen By A Thousand Blessings,1.3375102980225557,103.84534454031851,Frozen Yogurt Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Days Inn,1.3268655873628363,103.84764882269587,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Nine Fresh Dessert (Toa Payoh),1.333418,103.847404,Dessert Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Toa Payoh Lorong 8 Market & Food Centre,1.3402213590483738,103.85422118542334,Market
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hup Chong Hakka Yong Dou Foo,1.33829303034533,103.84442165904751,Hakka Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Toa Payoh Lor 1 Market & Food Centre,1.33799917422499,103.8446234674199,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Whampoa Drive Market & Food Centre,1.3230874765975904,103.85482450167709,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Yolé,1.3323529419772626,103.847820527722,Frozen Yogurt Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Zhongshan Park | 中山公园 (Zhongshan Park),1.3271456180152237,103.84682893753052,Park
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Lee Fun Nam Kee Chicken Rice & Restaurant 李范南记鸡饭 (Lee Fun Nam Kee Chicken Rice & Restaurant),1.338852973414481,103.85016024112701,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Original Herbal Shop 正宗凉茶馆,1.3256535786947048,103.84945171788084,Tea Room
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Kiddy Palace,1.3331232436155103,103.8470642206847,Kids Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Yalong Bay 亚龙湾地道小厨 (Yalong Bay),1.343159,103.851373,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,川羊记 (Chuan Yang Ji),1.3260383161237712,103.84872619699743,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hai Fong Restaurant,1.3424687028995645,103.84876803306754,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hong Sheng Restaurant,1.3424452140031369,103.84878142426453,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,ABC Maju Restaurant Balestier,1.3215196911617548,103.8530258110914,Indian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sun Yat Sen Nanyang Memorial Hall 孙中山南洋纪念馆,1.3280130762900286,103.84702313468357,Monument / Landmark
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Happenstance Cafe,1.3277095939999484,103.86630630072105,Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Fairprice Finest,1.3267515839120476,103.8465096890284,Supermarket
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Crystal Jade Jiangnan 翡翠江南,1.3323170591290494,103.84930304369583,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Common Grill by Collin's,1.3424731406709427,103.84950763637673,Japanese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Rochor Beancurd House,1.326136070460039,103.8486382426729,Dessert Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,粱照记 Duck Porridge & Duck Rice,1.3229501,103.85506,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Founder Bak Kut Teh,1.324549607322143,103.85120586337737,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hua Fong Kee Roasted Duck,1.3382835,103.84442,BBQ Joint
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Uggli Muffins,1.3381791800587477,103.84461613403562,Bakery
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Fragrance Rose Hotel Singapore,1.3218261203235135,103.85273490863312,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Ong Yong Lee Eating House,1.3449845111143395,103.85605380503951,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Pistachio Middle Eastern and Mediterranean Grill,1.3267082179604137,103.84650267841289,Middle Eastern Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Cake History,1.3327173550885172,103.84769262812033,Bakery
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Whampoa Keng Fish Head Steamboat Restaurant 黃埔慶魚頭爐,1.326644260832336,103.84494464688645,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Abc Bargain Centre Pte Ltd,1.3326168647834822,103.86747372997382,Convenience Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Fayidha Restaurant,1.3245139585084822,103.85319910512584,Indian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Singapore Fried Hokkien Mee,1.3231525724110091,103.85486459006185,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Phoon Huat & Company (Pte) Ltd,1.340833902318501,103.84706120825413,Bakery
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Balestier Market,1.325791885662922,103.84914293314452,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Xin Heng Feng Fish Head Steamboat,1.3236145576138933,103.85397008951684,Seafood Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Tian Tian Lai Fried Hokkien Mee 天天来炒福建虾面,1.337981808108131,103.84459732764081,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sindy Top Quality Durians Stall,1.3237491897945142,103.85492080758911,Fruit & Vegetable Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Aqueen Hotel,1.3252776417873506,103.85005430025076,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,MonsterCrab,1.3433032391409985,103.8466732044658,Seafood Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Tiong Shian Porridge Centre,1.3242376169038903,103.85657766754713,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,"Ah Hui Big Prawn Noodle, Long House",1.325531,103.848896,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,NTUC FairPrice,1.3323506051304512,103.86683201115376,Market
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Starbucks,1.331152,103.86809,Coffee Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Fragrance Hotel Balestier,1.3220024571631568,103.85280813943314,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,KFC,1.3244978739175086,103.85121302416704,Fast Food Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,NTUC FairPrice,1.3236831089838568,103.85590463226919,Grocery Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Balestier Road Hoover Rojak,1.3229531,103.85503,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,ToooN Seafood Kitchen,1.345670523607998,103.85542074884516,Seafood Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,545 Whampoa Prawn Noodle,1.3234341281577275,103.85389184126235,Food
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,968 Popiah,1.323676,103.856156,Snack Place
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Dragon of Whampoa,1.3222694745950108,103.85659616226374,Sculpture Garden
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Chey Sua Carrot Cake,1.3380123180450947,103.84466075419225,Chinese Breakfast Place
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Companion Animal Surgery,1.3262850162344901,103.84958256039752,Pet Store
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Loy Kee Chicken Rice & Porridge,1.323047711060394,103.85435815010644,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hong Yun Seafood,1.3383392578734736,103.84430422762448,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Rabiah Muslim Food,1.3231860782806766,103.85492888381303,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,China Whampoa Home Made Noodle,1.3238249468007002,103.85378125598194,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Whampoa Drive Block 91 Market & Food Centre,1.3239945276783676,103.85395412136528,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Da Lian Noodles,1.325348,103.849683,Noodle House
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Bugis St Chuen Chuen Chicken Rice,1.3259152953776763,103.84913672888624,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Philips Electronics Singapore Pte Ltd,1.335123245448557,103.84261699566144,Office
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Loy Kee Best Chicken Rice 黎記海南雞飯 (Loy Kee Best Chicken Rice),1.324151,103.851788,Asian Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Mega Food Court,1.326658958558812,103.8445541185148,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Niche Boulangerie,1.337326303209742,103.84406382313878,Café
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Sin Bee Keng Restaurant,1.3244561954313676,103.85739799484354,Chinese Restaurant
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,The Dream Cafe,1.3324251339012052,103.84413062890796,Dessert Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Al-Haji Noordhin Restaurant,1.345529320612036,103.85505492691385,Coffee Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Hotel Ibis Singapore Novena,1.3262077118454985,103.84562577171641,Hotel
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,88粥品,1.337905203600961,103.84465771632169,Breakfast Spot
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,128 Choices (Coffeeshop),1.3382671,103.84438,Food Court
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Choice @3,1.3233173132528606,103.86106533596407,Coffee Shop
"12 - Balestier, Toa Payoh, Serangoon",1.3342948313333334,103.8555476,Oleander swimming pool,1.3332072643335695,103.8444086131221,Pool
"13 - Macpherson, Braddell",1.3364607945,103.859661,Uncle Leong Seafood,1.340458364142063,103.85801276676125,Seafood Restaurant
"13 - Macpherson, Braddell",1.3364607945,103.859661,Sheng Siong Supermarket,1.338885126148373,103.85526490957822,Supermarket
"13 - Macpherson, Braddell",1.3364607945,103.859661,泉记海鲜,1.3354678638981925,103.85720876826865,Chinese Restaurant
"13 - Macpherson, Braddell",1.3364607945,103.859661,Ang Mo Supermarket,1.3330253913321901,103.86669449880604,Convenience Store
"13 - Macpherson, Braddell",1.3364607945,103.859661,Kallang Park Connector,1.3422548675445793,103.85629330135258,Trail
"13 - Macpherson, Braddell",1.3364607945,103.859661,Swimming Pool @ SAFRA TPY,1.3302974012807267,103.8542111992588,Pool
"13 - Macpherson, Braddell",1.3364607945,103.859661,N & B Snacks,1.3322802426907228,103.86762948401547,Snack Place
"13 - Macpherson, Braddell",1.3364607945,103.859661,Ser Seng Herbs (Turtle) Restaurant 生成山瑞補品,1.3286877484557158,103.86983454760936,Chinese Restaurant
"13 - Macpherson, Braddell",1.3364607945,103.859661,Hougang 6 Miles Famous Muah Chee,1.3322404428254564,103.84797692298889,Snack Place
"13 - Macpherson, Braddell",1.3364607945,103.859661,Old Long House Popiah,1.3354641840745238,103.85751734567667,Chinese Restaurant
"13 - Macpherson, Braddell",1.3364607945,103.859661,Da-ji Hainanese Chicken Rice,1.3360796,103.85287,Asian Restaurant
