District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Eastern,22.284110000000002,114.22413999999999,Yataiya (屋台屋),22.283016823766484,114.21385958660363,Japanese Restaurant
Eastern,22.284110000000002,114.22413999999999,With Your Mind (隨心),22.288034204505557,114.2105358839035,Malay Restaurant
Eastern,22.284110000000002,114.22413999999999,Mian 壹碗麵 (壹碗麵),22.286316521315765,114.2116536597636,Noodle House
Eastern,22.284110000000002,114.22413999999999,simplylife CAFÉ,22.287867600475096,114.2113393159316,Café
Eastern,22.284110000000002,114.22413999999999,Sho Bu Japanese Restaurant 菖蒲亭,22.288538160806755,114.2106114641284,Japanese Restaurant
Eastern,22.284110000000002,114.22413999999999,Original Playground,22.28809844376584,114.21166666913452,Café
Eastern,22.284110000000002,114.22413999999999,斗來香,22.277744964329187,114.22606738617239,Snack Place
Eastern,22.284110000000002,114.22413999999999,Café de Coral 大家樂,22.277415289655725,114.22435494808775,Fast Food Restaurant
Eastern,22.284110000000002,114.22413999999999,7-Eleven,22.277502423096706,114.22553914328218,Convenience Store
Eastern,22.284110000000002,114.22413999999999,Smiling Shau Kei Wan Plaza (天悅筲箕灣廣場),22.27749878999692,114.22552128829615,Shopping Mall
Southern,22.24725,114.15883999999998,Aberdeen Tennis & Squash Centre (香港仔網球及壁球中心),22.247275483871267,114.16016560277234,Athletics & Sports
Southern,22.24725,114.15883999999998,Aberdeen Promenade (香港仔海濱公園),22.24731770083337,114.15589836625105,Park
Southern,22.24725,114.15883999999998,The Aberdeen Marina Club (深灣遊艇俱樂部),22.243909179517946,114.16422704279182,Club House
Southern,22.24725,114.15883999999998,Ap Lei Chau Market (Ap Lei Chau Market 鴨脷洲街市),22.2445,114.155431,Market
Southern,22.24725,114.15883999999998,Mojo Nomad - Aberdeen Harbour,22.248681800773184,114.14914459929396,Hostel
Southern,22.24725,114.15883999999998,Aberdeen Country Park (香港仔郊野公園),22.25496224927246,114.15958502878352,Park
Southern,22.24725,114.15883999999998,The Horizon (海天閣),22.244711130972675,114.16493120685224,Chinese Restaurant
Southern,22.24725,114.15883999999998,Whiskers n' Paws,22.239124764007137,114.15297505750472,Pet Store
Southern,22.24725,114.15883999999998,Pomegranate Kitchen,22.248295802629897,114.16714404266936,Mediterranean Restaurant
Southern,22.24725,114.15883999999998,artichoke [ canteen ] (雅枝竹),22.23834860619932,114.15354751919065,Restaurant
Southern,22.24725,114.15883999999998,Aberdeen Wholesale Fish Market (香港仔魚類批發市場),22.248052223464633,114.15109114464471,Fish Market
Southern,22.24725,114.15883999999998,Ap Lei Chau Wind Tower Park (鴨脷洲風之塔公園),22.24416266508166,114.15074279323665,Park
Southern,22.24725,114.15883999999998,Ovolo Southside,22.249591,114.169032,Hotel
Southern,22.24725,114.15883999999998,Hong Kong Trail (Section 3) (港島徑（第三段）),22.258767320861477,114.15444608651708,Trail
Southern,22.24725,114.15883999999998,Myanmar Thai Palace (緬泰皇宮),22.248564759749833,114.15606713923262,Thai Restaurant
Southern,22.24725,114.15883999999998,Sensory Zero,22.248460231522504,114.16877002368136,Café
Southern,22.24725,114.15883999999998,ABOVE,22.24957823541315,114.16915568108512,Bar
Southern,22.24725,114.15883999999998,Flex Studio Hong Kong,22.248628249782303,114.1691353743319,Yoga Studio
Southern,22.24725,114.15883999999998,Tsui Wah Restaurant (翠華餐廳),22.24872922896798,114.15604012779065,Cha Chaan Teng
Southern,22.24725,114.15883999999998,The Deck,22.244063125068305,114.16403118538132,Café
Southern,22.24725,114.15883999999998,PizzaExpress,22.248494500837644,114.16900721993673,Pizza Place
Southern,22.24725,114.15883999999998,Kömune,22.249433263102322,114.16931572473253,Restaurant
Southern,22.24725,114.15883999999998,The Butcher's Club Deli,22.248472205697716,114.16365785454867,Deli / Bodega
Southern,22.24725,114.15883999999998,Green Curry House (青咖喱屋),22.247561554833094,114.1664098845593,Thai Restaurant
Southern,22.24725,114.15883999999998,Dynasty Jewellery Manufacturer,22.248487947580543,114.1635038884666,Jewelry Store
Southern,22.24725,114.15883999999998,Aberdeen Upper Reservoir (香港仔上水塘),22.258333333333333,114.16527777777777,Reservoir
Southern,22.24725,114.15883999999998,CIRQLE,22.24957162855992,114.16916965923487,Restaurant
Southern,22.24725,114.15883999999998,Jumbo Kingdom (Jumbo Floating Restaurant) (珍寶王國（珍寶海鮮舫）),22.243304,114.161757,Seafood Restaurant
Southern,22.24725,114.15883999999998,Bowls Café 寶膳餐廳,22.24378584274611,114.15485912829762,American Restaurant
Southern,22.24725,114.15883999999998,Starbucks (星巴克),22.248471,114.154291,Coffee Shop
Southern,22.24725,114.15883999999998,澄海小館,22.24404825816703,114.15489396312867,Chinese Restaurant
Southern,22.24725,114.15883999999998,Genki Sushi (元気寿司),22.248124847675946,114.1545026868833,Sushi Restaurant
Southern,22.24725,114.15883999999998,Aberdeen Centre (香港仔中心),22.248483319833547,114.15413439273834,Shopping Mall
Southern,22.24725,114.15883999999998,Tree,22.239044797735957,114.1528754736917,Furniture / Home Store
Southern,22.24725,114.15883999999998,Tree Take Away Cafe,22.239123792194437,114.15284793961912,Café
Southern,22.24725,114.15883999999998,South Horizons Promenade (海怡半島海濱長廊),22.244158703291127,114.14567470550537,Park
Southern,22.24725,114.15883999999998,McDonald's (麥當勞),22.2415538523594,114.15703629999594,Fast Food Restaurant
Southern,22.24725,114.15883999999998,McDonald’s (麥當勞),22.243776743501524,114.15335542215777,Burger Joint
Southern,22.24725,114.15883999999998,L'hotel Island South (如心南灣海景酒店),22.249817,114.168118,Hotel
Southern,22.24725,114.15883999999998,Horizon Plaza (新海怡廣場),22.239279055968698,114.15250462606315,Shopping Mall
Southern,22.24725,114.15883999999998,Nam Long Shan Road Cooked Food Market (南朗山道熟食市場),22.24762334574511,114.16642114566466,Food Court
Southern,22.24725,114.15883999999998,GCX,22.248891,114.169301,Café
Southern,22.24725,114.15883999999998,Prada Space Outlet,22.2434677481813,114.14893775841912,Accessories Store
Southern,22.24725,114.15883999999998,Lane Crawford Warehouse 連卡佛,22.239234343398884,114.15257240702488,Clothing Store
Southern,22.24725,114.15883999999998,Starbucks (星巴克),22.248741114630132,114.16939908696598,Coffee Shop
Southern,22.24725,114.15883999999998,Bar LIS,22.249507884496104,114.16825462107074,Hotel Bar
Southern,22.24725,114.15883999999998,McDonald’s (麥當勞),22.248448421317576,114.15421314981506,Fast Food Restaurant
Southern,22.24725,114.15883999999998,潮苑餐廳,22.248195023961653,114.15529481591048,Chinese Restaurant
Southern,22.24725,114.15883999999998,Kam Mun Restaurant & Cake Shop (金門餐廳餅店),22.248843130730002,114.15548034904208,Bakery
Southern,22.24725,114.15883999999998,Ming’s Kitchen (二家姐廚房),22.24430889806861,114.15640346985435,Hong Kong Restaurant
Southern,22.24725,114.15883999999998,Africa Coffee & Tea,22.24764,114.162994,African Restaurant
Southern,22.24725,114.15883999999998,Bull's (阿牛),22.24331492396291,114.15894034884633,BBQ Joint
Southern,22.24725,114.15883999999998,珠記,22.244605569968638,114.15546476840973,Chinese Restaurant
Southern,22.24725,114.15883999999998,Gyu-Kaku (牛角),22.248750917513252,114.15438305199986,Japanese Restaurant
